timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__12:19:35, 19.97, 47.04, 1007.76, 0.51, 275, 
MQTT --- 2021/10/24__12:19:36, 19.94, 47.13, 1007.70, 0.51, 274, 
MQTT --- 2021/10/24__12:19:37, 19.97, 47.23, 1007.74, 0.73, 276, 
MQTT --- 2021/10/24__12:19:38, 19.96, 47.34, 1007.74, 0.51, 275, 
MQTT --- 2021/10/24__12:19:39, 19.96, 47.42, 1007.74, 0.00, 276, 
MQTT --- 2021/10/24__12:19:40, 19.96, 47.46, 1007.73, 2.05, 276, 
MQTT --- 2021/10/24__12:19:41, 19.96, 47.51, 1007.71, 0.00, 276, 
MQTT --- 2021/10/24__12:19:42, 19.97, 47.53, 1007.74, 0.00, 275, 
MQTT --- 2021/10/24__12:19:43, 19.97, 47.57, 1007.74, 0.00, 275, 
MQTT --- 2021/10/24__12:19:44, 19.96, 47.54, 1007.73, 0.00, 277, 
MQTT --- 2021/10/24__12:19:45, 19.96, 47.48, 1007.75, 0.00, 276, 
MQTT --- 2021/10/24__12:19:46, 19.97, 47.51, 1007.75, 0.00, 276, 
MQTT --- 2021/10/24__12:19:47, 19.96, 47.56, 1007.72, 0.00, 275, 
MQTT --- 2021/10/24__12:19:48, 19.97, 47.64, 1007.79, 0.00, 276, 
MQTT --- 2021/10/24__12:19:49, 19.96, 47.70, 1007.72, 0.00, 274, 
MQTT --- 2021/10/24__12:19:50, 19.97, 47.74, 1007.76, 0.00, 275, 
MQTT --- 2021/10/24__12:19:51, 19.96, 47.74, 1007.74, 0.00, 275, 
MQTT --- 2021/10/24__12:19:52, 19.97, 47.71, 1007.77, 0.00, 278, 
MQTT --- 2021/10/24__12:19:53, 19.97, 47.72, 1007.74, 1.17, 307, 
MQTT --- 2021/10/24__12:19:54, 19.95, 47.55, 1007.73, 2.49, 310, 
MQTT --- 2021/10/24__12:19:55, 19.94, 47.47, 1007.72, 2.93, 314, 
MQTT --- 2021/10/24__12:19:56, 19.94, 47.42, 1007.74, 3.37, 316, 
MQTT --- 2021/10/24__12:19:57, 19.90, 47.44, 1007.67, 3.37, 316, 
MQTT --- 2021/10/24__12:19:58, 19.93, 47.46, 1007.77, 3.15, 313, 
MQTT --- 2021/10/24__12:19:59, 19.90, 47.47, 1007.70, 2.71, 312, 
MQTT --- 2021/10/24__12:20:0, 19.91, 47.49, 1007.73, 2.71, 313, 
MQTT --- 2021/10/24__12:20:1, 19.91, 47.50, 1007.74, 2.71, 317, 
MQTT --- 2021/10/24__12:20:2, 19.88, 47.53, 1007.72, 2.71, 313, 
MQTT --- 2021/10/24__12:20:3, 19.89, 47.53, 1007.70, 2.27, 325, 
MQTT --- 2021/10/24__12:20:4, 19.90, 47.52, 1007.72, 2.71, 329, 
MQTT --- 2021/10/24__12:20:5, 19.89, 47.53, 1007.73, 2.93, 331, 
MQTT --- 2021/10/24__12:20:6, 19.90, 47.46, 1007.74, 2.93, 331, 
MQTT --- 2021/10/24__12:20:7, 19.84, 47.32, 1007.64, 3.37, 332, 
MQTT --- 2021/10/24__12:20:8, 19.89, 47.22, 1007.73, 4.03, 334, 
MQTT --- 2021/10/24__12:20:9, 19.88, 47.21, 1007.72, 4.03, 343, 
MQTT --- 2021/10/24__12:20:10, 19.87, 47.24, 1007.74, 4.03, 343, 
MQTT --- 2021/10/24__12:20:11, 19.87, 47.28, 1007.75, 4.25, 343, 
MQTT --- 2021/10/24__12:20:12, 19.86, 47.31, 1007.72, 4.25, 345, 
MQTT --- 2021/10/24__12:20:13, 19.86, 47.36, 1007.76, 3.81, 341, 
MQTT --- 2021/10/24__12:20:14, 19.85, 47.38, 1007.74, 3.37, 341, 
MQTT --- 2021/10/24__12:20:15, 19.84, 47.30, 1007.76, 3.37, 345, 
MQTT --- 2021/10/24__12:20:16, 19.83, 47.30, 1007.76, 2.93, 343, 
MQTT --- 2021/10/24__12:20:17, 19.80, 47.30, 1007.76, 2.93, 343, 
MQTT --- 2021/10/24__12:20:18, 19.79, 47.29, 1007.76, 2.71, 341, 
MQTT --- 2021/10/24__12:20:19, 19.77, 47.29, 1007.74, 2.71, 344, 
MQTT --- 2021/10/24__12:20:20, 19.76, 47.37, 1007.77, 2.49, 342, 
MQTT --- 2021/10/24__12:20:21, 19.76, 47.45, 1007.77, 2.27, 341, 
MQTT --- 2021/10/24__12:20:22, 19.76, 47.52, 1007.76, 1.83, 342, 
MQTT --- 2021/10/24__12:20:23, 19.75, 47.59, 1007.77, 2.05, 341, 
MQTT --- 2021/10/24__12:20:24, 19.75, 47.65, 1007.76, 1.83, 341, 
MQTT --- 2021/10/24__12:20:25, 19.73, 47.70, 1007.75, 2.05, 341, 
MQTT --- 2021/10/24__12:20:26, 19.75, 47.73, 1007.76, 1.83, 341, 
MQTT --- 2021/10/24__12:20:27, 19.75, 47.76, 1007.74, 1.61, 339, 
MQTT --- 2021/10/24__12:20:28, 19.75, 47.69, 1007.76, 1.61, 342, 
MQTT --- 2021/10/24__12:20:29, 19.75, 47.61, 1007.77, 1.83, 342, 
MQTT --- 2021/10/24__12:20:30, 19.74, 47.62, 1007.75, 1.83, 344, 
MQTT --- 2021/10/24__12:20:31, 19.75, 47.53, 1007.79, 2.93, 347, 
MQTT --- 2021/10/24__12:20:32, 19.74, 47.48, 1007.74, 3.37, 338, 
MQTT --- 2021/10/24__12:20:33, 19.74, 47.43, 1007.75, 3.37, 320, 
MQTT --- 2021/10/24__12:20:34, 19.73, 47.44, 1007.77, 2.93, 321, 
MQTT --- 2021/10/24__12:20:35, 19.72, 47.47, 1007.77, 2.49, 319, 
MQTT --- 2021/10/24__12:20:36, 19.71, 47.47, 1007.78, 2.27, 321, 
MQTT --- 2021/10/24__12:20:37, 19.70, 47.40, 1007.77, 3.15, 325, 
MQTT --- 2021/10/24__12:20:38, 19.69, 47.37, 1007.74, 3.81, 325, 
MQTT --- 2021/10/24__12:20:39, 19.68, 47.36, 1007.80, 3.81, 322, 
MQTT --- 2021/10/24__12:20:40, 19.67, 47.40, 1007.78, 3.59, 320, 
MQTT --- 2021/10/24__12:20:41, 19.67, 47.45, 1007.77, 3.15, 320, 
MQTT --- 2021/10/24__12:20:42, 19.65, 47.45, 1007.77, 3.15, 320, 
MQTT --- 2021/10/24__12:20:43, 19.63, 47.44, 1007.73, 3.37, 321, 
MQTT --- 2021/10/24__12:20:44, 19.63, 47.43, 1007.76, 3.37, 321, 
MQTT --- 2021/10/24__12:20:45, 19.62, 47.43, 1007.76, 3.37, 323, 
MQTT --- 2021/10/24__12:20:46, 19.61, 47.35, 1007.75, 3.81, 325, 
MQTT --- 2021/10/24__12:20:47, 19.60, 47.35, 1007.74, 4.03, 325, 
MQTT --- 2021/10/24__12:20:48, 19.58, 47.34, 1007.77, 4.03, 329, 
MQTT --- 2021/10/24__12:20:49, 19.57, 47.33, 1007.76, 4.03, 335,
